ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
207260_at	0.645	0.2106739	-1.265228	-4.9839	-0.3467834	FEV	FEV, ETS transcription factor
207755_at	0.645	0.21068785	-1.265189	-4.984	-0.2900778		
216404_at	0.645	0.21069978	-1.265156	-4.984	-0.4906349	ATXN8OS	ATXN8 opposite strand (non-protein coding)
222202_at	0.6451	0.21075221	-1.265008	-4.9842	-0.4464016		
207486_x_at	0.6451	0.210795	-1.264888	-4.9843	-0.2965568	CHN2	chimerin 2
48117_at	0.6454	0.21094379	-1.264471	-4.9848	-0.2775201	SGF29	SAGA complex associated factor 29
213259_s_at	0.6454	0.21094682	-1.264462	-4.9848	-0.3495625	SARM1	sterile alpha and TIR motif containing 1
216554_s_at	0.6455	0.21098987	-1.264341	-4.9849	-0.3002386	ENO1	enolase 1
215386_at	0.6455	0.21103975	-1.264201	-4.9851	-0.5097726		
209891_at	0.6455	0.21105716	-1.264152	-4.9851	-0.3838548	SPC25	SPC25, NDC80 kinetochore complex component
36030_at	0.6456	0.21112554	-1.263961	-4.9853	-0.3474003	IFFO1	intermediate filament family orphan 1
209182_s_at	0.6458	0.21121203	-1.263718	-4.9856	-0.4875213	C10orf10	chromosome 10 open reading frame 10
213456_at	0.6458	0.21124468	-1.263626	-4.9857	-0.516976	SOSTDC1	sclerostin domain containing 1
202595_s_at	0.6458	0.21137382	1.263264	-4.9861	0.3749373	LEPROTL1	leptin receptor overlapping transcript-like 1
218225_at	0.6458	0.21140021	-1.26319	-4.9862	-0.3056278	ECSIT	ECSIT signalling integrator
217449_at	0.6458	0.21140087	-1.263189	-4.9862	-0.2827699		
219625_s_at	0.6458	0.2114243	-1.263123	-4.9863	-0.3382532	COL4A3BP	collagen type IV alpha 3 binding protein
207784_at	0.6458	0.21143489	-1.263093	-4.9863	-0.4166946	ARSD	arylsulfatase D
212432_at	0.6458	0.21143568	1.263091	-4.9863	0.3917875	GRPEL1	GrpE like 1, mitochondrial
201741_x_at	0.6458	0.21146943	-1.262997	-4.9864	-0.4283916	SRSF1	serine and arginine rich splicing factor 1
211762_s_at	0.6458	0.21156681	1.262724	-4.9867	0.344845	KPNA2	karyopherin subunit alpha 2
217464_at	0.6458	0.2115802	1.262686	-4.9867	0.4559994		
216571_at	0.6458	0.21160454	-1.262618	-4.9868	-0.3873776	SMPD1	sphingomyelin phosphodiesterase 1
217715_x_at	0.6458	0.21161524	-1.262588	-4.9868	-0.3319484		
220209_at	0.6458	0.21161898	-1.262578	-4.9869	-0.3226629	PYY2	peptide YY, 2 (pseudogene)
208279_s_at	0.6458	0.21163101	-1.262544	-4.9869	-0.3996914	CDRT1	CMT1A duplicated region transcript 1
203262_s_at	0.6458	0.21165648	-1.262473	-4.987	-0.4001947	FAM50A	family with sequence similarity 50 member A
218633_x_at	0.6458	0.21168535	-1.262392	-4.9871	-0.3543212	ABHD10	abhydrolase domain containing 10
208711_s_at	0.6459	0.2117845	-1.262114	-4.9874	-0.4316793	CCND1	cyclin D1
210394_x_at	0.6459	0.2118214	-1.262011	-4.9875	-0.4480939	SSX4B///SSX4	SSX family member 4B///SSX family member 4
220785_at	0.6459	0.21182187	1.26201	-4.9875	0.4669349	UTS2	urotensin 2
211593_s_at	0.6459	0.21185029	-1.26193	-4.9876	-0.337085	MAST2	microtubule associated serine/threonine kinase 2
216806_at	0.6459	0.21185933	-1.261905	-4.9876	-0.3062277		
217347_at	0.646	0.21190873	-1.261767	-4.9878	-0.2805976		
219034_at	0.646	0.21193728	-1.261687	-4.9878	-0.3053596	PARP16	poly(ADP-ribose) polymerase family member 16
215979_s_at	0.6462	0.21206105	-1.261341	-4.9882	-0.3324017	SLC7A1	solute carrier family 7 member 1
220669_at	0.6462	0.21207612	1.261299	-4.9883	0.3457914	OTUD4	OTU deubiquitinase 4
AFFX-r2-Bs-phe-5_at	0.6465	0.21221401	-1.260913	-4.9887	-0.5381257		
216069_at	0.6465	0.2122178	1.260903	-4.9887	0.5289673	PRMT2	protein arginine methyltransferase 2
221729_at	0.6465	0.21226112	-1.260781	-4.9888	-0.4334163	COL5A2	collagen type V alpha 2 chain
214590_s_at	0.6465	0.2123251	1.260603	-4.989	0.5718754	UBE2D1	ubiquitin conjugating enzyme E2 D1
211349_at	0.6465	0.21232814	-1.260594	-4.9891	-0.3658897	SLC15A1	solute carrier family 15 member 1
208387_s_at	0.6465	0.21236144	-1.260501	-4.9892	-0.3853739	MMP24	matrix metallopeptidase 24
203325_s_at	0.6466	0.21240589	-1.260377	-4.9893	-0.6641677	COL5A1	collagen type V alpha 1 chain
203812_at	0.6466	0.21244954	-1.260255	-4.9894	-0.2882514	SLIT3	slit guidance ligand 3
219861_at	0.6466	0.21246835	-1.260203	-4.9895	-0.4685034	DNAJC17	DnaJ heat shock protein family (Hsp40) member C17
203196_at	0.6472	0.21269839	1.259561	-4.9902	0.4801419	ABCC4	ATP binding cassette subfamily C member 4
203520_s_at	0.6472	0.21275182	-1.259412	-4.9904	-0.6265223	ZNF318	zinc finger protein 318
215877_at	0.6472	0.21275685	-1.259398	-4.9904	-0.4104619		
219389_at	0.6473	0.21281545	-1.259234	-4.9906	-0.4236003	SUSD4	sushi domain containing 4
207082_at	0.6473	0.21292654	-1.258924	-4.9909	-0.477349	CSF1	colony stimulating factor 1
216956_s_at	0.6473	0.21293411	-1.258903	-4.9909	-0.3202493	ITGA2B	integrin subunit alpha 2b
218447_at	0.6473	0.21294372	1.258877	-4.991	0.334266	CMC2	C-X9-C motif containing 2
203414_at	0.6473	0.21294553	-1.258872	-4.991	-0.3970252	MMD	monocyte to macrophage differentiation associated
214585_s_at	0.6473	0.21298843	-1.258752	-4.9911	-0.3969058	VPS52	VPS52, GARP complex subunit
212413_at	0.6473	0.21305454	-1.258568	-4.9913	-0.4166606	SEPT6	septin 6
207952_at	0.6473	0.21306028	1.258552	-4.9913	0.4731747	IL5	interleukin 5
220208_at	0.6473	0.21308957	-1.25847	-4.9914	-0.4066901	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13
211915_s_at	0.6473	0.21310011	-1.258441	-4.9914	-0.2761161	TUBB7P	tubulin beta 7 pseudogene
222152_at	0.6473	0.21310527	-1.258426	-4.9915	-0.4244877	PDCD6	programmed cell death 6
218959_at	0.6473	0.21316545	-1.258259	-4.9916	-0.4101745	HOXC10	homeobox C10
221891_x_at	0.6473	0.21316709	1.258254	-4.9916	0.3925837	SNORD14D///SNORD14C///HSPA8	small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8
219322_s_at	0.6473	0.21317712	1.258226	-4.9917	0.4162041	WRAP73	WD repeat containing, antisense to TP73
216786_at	0.6474	0.21323825	-1.258056	-4.9919	-0.4865202	FAM224A	family with sequence similarity 224 member A (non-protein coding)
203663_s_at	0.6474	0.21332353	1.257819	-4.9921	0.3277988	COX5A	cytochrome c oxidase subunit 5A
218338_at	0.6474	0.21336727	-1.257697	-4.9923	-0.4264979	PHC1	polyhomeotic homolog 1
200980_s_at	0.6474	0.21337419	1.257678	-4.9923	0.3322593	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1
36936_at	0.6474	0.21338775	-1.25764	-4.9923	-0.333941	TSTA3	tissue specific transplantation antigen P35B
221423_s_at	0.6474	0.21340944	-1.25758	-4.9924	-0.3497667	YIPF5	Yip1 domain family member 5
220288_at	0.6476	0.21349717	-1.257335	-4.9927	-0.2896034	MYO15A	myosin XVA
205910_s_at	0.6478	0.21362824	-1.256971	-4.9931	-0.4836952	CEL	carboxyl ester lipase
218431_at	0.6478	0.21363114	-1.256963	-4.9931	-0.3111151	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
216714_at	0.6478	0.21366679	-1.256864	-4.9932	-0.3727107	CCL13	C-C motif chemokine ligand 13
219946_x_at	0.6478	0.21368183	-1.256822	-4.9932	-0.3070666	MYH14	myosin, heavy chain 14, non-muscle
222061_at	0.6479	0.21373609	1.256671	-4.9934	0.4780109	CD58	CD58 molecule
215279_at	0.6486	0.21400541	-1.255923	-4.9942	-0.4098339		
218908_at	0.6487	0.21407243	-1.255737	-4.9944	-0.6294731	ASPSCR1	ASPSCR1, UBX domain containing tether for SLC2A4
211560_s_at	0.6488	0.21411513	-1.255618	-4.9946	-0.8142919	ALAS2	5'-aminolevulinate synthase 2
202498_s_at	0.6489	0.21417092	1.255463	-4.9947	0.5237487	SLC2A3	solute carrier family 2 member 3
212290_at	0.6491	0.21429022	-1.255132	-4.9951	-0.3456018	SLC7A1	solute carrier family 7 member 1
208455_at	0.6491	0.21431211	-1.255071	-4.9952	-0.4113084	NECTIN1	nectin cell adhesion molecule 1
215451_s_at	0.6492	0.21436744	-1.254918	-4.9953	-0.4103276	AFF1	AF4/FMR2 family member 1
40489_at	0.6492	0.21441177	-1.254795	-4.9955	-0.4032118	ATN1	atrophin 1
203620_s_at	0.6492	0.21445268	-1.254682	-4.9956	-0.6134738	FCHSD2	FCH and double SH3 domains 2
221949_at	0.6492	0.21451628	-1.254505	-4.9958	-0.3419561	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
213234_at	0.6492	0.21452526	-1.25448	-4.9958	-0.3712744	FAM234B	family with sequence similarity 234 member B
215560_x_at	0.6492	0.21456158	-1.25438	-4.9959	-0.3059595	MTRF1L	mitochondrial translational release factor 1 like
205602_x_at	0.6492	0.2146125	-1.254239	-4.9961	-0.4540035	PSG7	pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)
217279_x_at	0.6492	0.21463749	-1.254169	-4.9962	-0.4380831	MMP14	matrix metallopeptidase 14
219244_s_at	0.6492	0.2146585	-1.254111	-4.9962	-0.3301475	MRPL46	mitochondrial ribosomal protein L46
209869_at	0.6492	0.21466661	-1.254089	-4.9962	-0.3762234	ADRA2A	adrenoceptor alpha 2A
200646_s_at	0.6492	0.21466792	-1.254085	-4.9962	-0.4438167	NUCB1	nucleobindin 1
216900_s_at	0.6492	0.21468322	-1.254043	-4.9963	-0.2767204	CHRNA4	cholinergic receptor nicotinic alpha 4 subunit
205323_s_at	0.6492	0.21473476	-1.2539	-4.9965	-0.3051479	MTF1	metal regulatory transcription factor 1
219248_at	0.6494	0.21484581	-1.253592	-4.9968	-0.3391247	THUMPD2	THUMP domain containing 2
213844_at	0.6494	0.21487618	-1.253508	-4.9969	-0.9984903	HOXA5	homeobox A5
217362_x_at	0.6494	0.21490219	-1.253436	-4.997	-0.3939848	HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene)
209254_at	0.6494	0.21491894	-1.25339	-4.997	-0.3381328	KLHDC10	kelch domain containing 10
218675_at	0.6494	0.21492686	1.253368	-4.997	0.4498353	SLC22A17	solute carrier family 22 member 17
222376_at	0.6497	0.21506802	-1.252977	-4.9975	-0.3055273		
201750_s_at	0.65	0.21517828	-1.252672	-4.9978	-0.3560664	ECE1	endothelin converting enzyme 1
203333_at	0.65	0.21521452	1.252572	-4.9979	0.6893405	KIFAP3	kinesin associated protein 3
216282_x_at	0.65	0.21525666	-1.252455	-4.998	-0.3156926	POLR2C	RNA polymerase II subunit C
217885_at	0.65	0.21526006	-1.252446	-4.9981	-0.3805535	IPO9	importin 9
214461_at	0.65	0.21531267	-1.252301	-4.9982	-0.2752581	LBP	lipopolysaccharide binding protein
215189_at	0.6501	0.21536064	-1.252168	-4.9984	-0.2956237	LOC100509764///KRT86	uncharacterized LOC100509764///keratin 86
217186_at	0.6501	0.21544585	-1.251932	-4.9986	-0.386905	ZNF259P1	zinc finger protein 259 pseudogene 1
218418_s_at	0.6501	0.21547135	-1.251862	-4.9987	-0.3985507	KANK2	KN motif and ankyrin repeat domains 2
217681_at	0.6501	0.21547476	-1.251853	-4.9987	-0.466622	WNT7B	Wnt family member 7B
221781_s_at	0.6501	0.21547698	1.251846	-4.9987	0.6346033	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10
202377_at	0.6501	0.2155237	1.251717	-4.9989	0.3569183	LEPROT	leptin receptor overlapping transcript
218678_at	0.6502	0.21556773	-1.251596	-4.999	-0.4092182	NES	nestin
217807_s_at	0.6502	0.21559271	-1.251527	-4.9991	-0.2696123	SNORD23///GLTSCR2	small nucleolar RNA, C/D box 23///glioma tumor suppressor candidate region gene 2
218586_at	0.6502	0.21561864	-1.251455	-4.9991	-0.3320086	MRGBP	MRG/MORF4L binding protein
209758_s_at	0.6503	0.21575675	-1.251074	-4.9996	-0.3078601	MFAP5	microfibrillar associated protein 5
206303_s_at	0.6503	0.21576525	1.25105	-4.9996	0.4838118	NUDT4P1///NUDT4P2///NUDT4	nudix hydrolase 4 pseudogene 1///nudix hydrolase 4 pseudogene 2///nudix hydrolase 4
210406_s_at	0.6503	0.21578295	1.251001	-4.9996	0.3845469	WTH3DI///RAB6C///RAB6A	RAB6C-like///RAB6C, member RAS oncogene family///RAB6A, member RAS oncogene family
216417_x_at	0.6503	0.21584553	-1.250829	-4.9998	-0.490995	HOXB9	homeobox B9
202091_at	0.6503	0.21585955	-1.25079	-4.9999	-0.3134415	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
210760_x_at	0.6503	0.21586822	-1.250766	-4.9999	-0.4698318	TRIP11	thyroid hormone receptor interactor 11
215341_at	0.6503	0.21587729	-1.250741	-4.9999	-0.3133648	DNAH6	dynein axonemal heavy chain 6
205411_at	0.6505	0.21601245	-1.250368	-5.0003	-0.3190578	STK4	serine/threonine kinase 4
222146_s_at	0.6505	0.21602937	-1.250322	-5.0004	-0.808124	TCF4	transcription factor 4
217671_at	0.6505	0.21611527	-1.250085	-5.0007	-0.4797482	DSERG1	Down syndrome encephalopathy related protein 1
218330_s_at	0.6505	0.21614988	-1.249989	-5.0008	-0.3636501	NAV2	neuron navigator 2
208712_at	0.6505	0.21620662	-1.249833	-5.0009	-0.5207847	CCND1	cyclin D1
213977_s_at	0.6505	0.21626395	-1.249675	-5.0011	-0.4596163	CIZ1	CDKN1A interacting zinc finger protein 1
209653_at	0.6505	0.21630382	1.249565	-5.0012	0.4442385	KPNA4	karyopherin subunit alpha 4
207096_at	0.6505	0.21637656	-1.249365	-5.0014	-0.3017506	SAA2-SAA4///SAA4	SAA2-SAA4 readthrough///serum amyloid A4, constitutive
218073_s_at	0.6505	0.21639773	-1.249306	-5.0015	-0.3517191	NDC1	NDC1 transmembrane nucleoporin
204853_at	0.6505	0.21639801	1.249306	-5.0015	0.5439572	ORC2	origin recognition complex subunit 2
208366_at	0.6505	0.21651568	-1.248982	-5.0019	-0.3234859	PCDH11X	protocadherin 11 X-linked
201967_at	0.6505	0.21652928	-1.248944	-5.0019	-0.3453774	RBM6	RNA binding motif protein 6
220145_at	0.6505	0.21653768	-1.248921	-5.0019	-0.4576278	MAP9	microtubule associated protein 9
211374_x_at	0.6505	0.2165427	-1.248907	-5.0019	-0.4725551		
221460_at	0.6505	0.21654336	-1.248905	-5.0019	-0.3417758	OR2C1	olfactory receptor family 2 subfamily C member 1
221488_s_at	0.6505	0.2165476	1.248894	-5.002	0.3442944	CUTA	cutA divalent cation tolerance homolog
204638_at	0.6505	0.2165696	-1.248833	-5.002	-0.3201538	ACP5	acid phosphatase 5, tartrate resistant
222286_at	0.6505	0.21658336	-1.248795	-5.0021	-0.3116932	SNAPC3	small nuclear RNA activating complex polypeptide 3
201101_s_at	0.6505	0.2166084	-1.248726	-5.0021	-0.468069	BCLAF1	BCL2 associated transcription factor 1
211837_s_at	0.6505	0.21662109	-1.248691	-5.0022	-0.3677057	PTCRA	pre T-cell antigen receptor alpha
203549_s_at	0.6505	0.21666259	-1.248577	-5.0023	-0.315064	LPL	lipoprotein lipase
202576_s_at	0.6505	0.21667335	-1.248548	-5.0023	-0.406277	DDX19A///DDX19B	DEAD-box helicase 19A///DEAD-box helicase 19B
210111_s_at	0.6505	0.21667825	-1.248534	-5.0024	-0.3487692	KLHDC10	kelch domain containing 10
207001_x_at	0.6505	0.2166872	-1.248509	-5.0024	-0.7429239	TSC22D3	TSC22 domain family member 3
210712_at	0.6505	0.21671286	-1.248439	-5.0025	-0.4599264	LDHAL6B	lactate dehydrogenase A like 6B
202191_s_at	0.6505	0.21673203	-1.248386	-5.0025	-0.5293936	GAS7	growth arrest specific 7
207605_x_at	0.6505	0.21674261	-1.248357	-5.0025	-0.4154541	ZNF117	zinc finger protein 117
214887_at	0.651	0.21692826	1.247846	-5.0031	0.4122445	N4BP2L1	NEDD4 binding protein 2 like 1
207053_at	0.651	0.2169561	-1.24777	-5.0032	-0.3130047	SLC8A1	solute carrier family 8 member A1
206751_s_at	0.6511	0.21701827	-1.247599	-5.0034	-0.5002459	PCYT1B	phosphate cytidylyltransferase 1, choline, beta
209332_s_at	0.6513	0.21709595	1.247385	-5.0036	0.2978485	MAX	MYC associated factor X
206867_at	0.6515	0.21723213	-1.247011	-5.004	-0.3322714	GCKR	glucokinase (hexokinase 4) regulator
208090_s_at	0.6515	0.21723962	-1.246991	-5.004	-0.3897396	AIRE	autoimmune regulator
200874_s_at	0.6515	0.21727807	-1.246885	-5.0042	-0.2871307	MIR1292///SNORD110///SNORD86///SNORD57///NOP56	microRNA 1292///small nucleolar RNA, C/D box 110///small nucleolar RNA, C/D box 86///small nucleolar RNA, C/D box 57///NOP56 ribonucleoprotein
200822_x_at	0.6515	0.21732076	1.246768	-5.0043	0.43485	TPI1	triosephosphate isomerase 1
220443_s_at	0.6515	0.21735747	-1.246667	-5.0044	-0.4082623	VAX2	ventral anterior homeobox 2
203783_x_at	0.6515	0.2173827	-1.246598	-5.0045	-0.3701053	POLRMT	RNA polymerase mitochondrial
221533_at	0.6515	0.21739551	-1.246563	-5.0045	-0.3904802	FAM162A	family with sequence similarity 162 member A
216468_s_at	0.6515	0.2174745	-1.246346	-5.0048	-0.4847171	ZNF682	zinc finger protein 682
210755_at	0.6515	0.21751476	1.246235	-5.0049	0.4860586	HGF	hepatocyte growth factor
41329_at	0.6515	0.21752659	-1.246203	-5.0049	-0.2653083	SCYL3	SCY1 like pseudokinase 3
220467_at	0.6515	0.21753825	-1.246171	-5.0049	-0.3964313		
210261_at	0.6515	0.21759321	-1.24602	-5.0051	-0.4983007	KCNK2	potassium two pore domain channel subfamily K member 2
220584_at	0.6515	0.21759839	-1.246006	-5.0051	-0.2815695	PRR36	proline rich 36
219627_at	0.6515	0.2176182	-1.245952	-5.0052	-0.3504276	ZNF767P	zinc finger family member 767, pseudogene
206699_x_at	0.6515	0.21763113	-1.245916	-5.0052	-0.4888156	NPAS1	neuronal PAS domain protein 1
204991_s_at	0.6516	0.2176661	-1.24582	-5.0053	-0.4275411	NF2	neurofibromin 2
212080_at	0.6516	0.21778489	-1.245495	-5.0057	-0.3720134	KMT2A	lysine methyltransferase 2A
205559_s_at	0.6516	0.21781336	-1.245417	-5.0058	-0.4954748	PCSK5	proprotein convertase subtilisin/kexin type 5
211610_at	0.6516	0.21786245	-1.245282	-5.0059	-0.4675982	KLF6	Kruppel like factor 6
205005_s_at	0.6516	0.21786682	-1.24527	-5.0059	-0.3409039	NMT2	N-myristoyltransferase 2
206924_at	0.6516	0.21787235	1.245255	-5.0059	0.4740683	IL11	interleukin 11
214148_at	0.6516	0.21794031	-1.245069	-5.0062	-0.2746068	LOC100507424///ITFG2	uncharacterized LOC100507424///integrin alpha FG-GAP repeat containing 2
207464_at	0.6516	0.21797505	-1.244973	-5.0063	-0.3562236	AHCYL1	adenosylhomocysteinase like 1
202186_x_at	0.6516	0.21798407	-1.244949	-5.0063	-0.3354113	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha
208081_s_at	0.6516	0.21800874	-1.244881	-5.0064	-0.4474623	ZNF442	zinc finger protein 442
214559_at	0.6516	0.21802526	-1.244836	-5.0064	-0.4418759	DRD3	dopamine receptor D3
201676_x_at	0.6516	0.2180424	1.244789	-5.0065	0.348125	PSMA1	proteasome subunit alpha 1
201555_at	0.6516	0.21813594	-1.244533	-5.0067	-0.3645582	MCM3	minichromosome maintenance complex component 3
217976_s_at	0.6516	0.21817905	1.244415	-5.0069	0.3940444	DYNC1LI1	dynein cytoplasmic 1 light intermediate chain 1
206416_at	0.6516	0.21820709	1.244338	-5.007	0.3391757	ZNF205	zinc finger protein 205
207766_at	0.6516	0.21822671	-1.244284	-5.007	-0.4099438	CDKL1	cyclin dependent kinase like 1
213793_s_at	0.6516	0.21823964	1.244249	-5.007	0.6655876	HOMER1	homer scaffolding protein 1
212749_s_at	0.6516	0.21824208	1.244242	-5.0071	0.4074703	RCHY1	ring finger and CHY zinc finger domain containing 1
221312_at	0.6516	0.21826062	1.244191	-5.0071	0.3698917	GLP2R	glucagon like peptide 2 receptor
209221_s_at	0.6516	0.21829324	-1.244102	-5.0072	-0.3130635	OSBPL2	oxysterol binding protein like 2
216477_at	0.6516	0.21832145	-1.244025	-5.0073	-0.4559		
211350_s_at	0.6516	0.21837335	1.243883	-5.0074	0.3876855	KIF25-AS1	KIF25 antisense RNA 1
203715_at	0.6516	0.21838514	1.243851	-5.0075	0.427228	TBCE	tubulin folding cofactor E
209855_s_at	0.6516	0.21840824	-1.243787	-5.0076	-0.2997902	KLK2	kallikrein related peptidase 2
218987_at	0.6516	0.218437	-1.243709	-5.0076	-0.3473742	ATF7IP	activating transcription factor 7 interacting protein
211596_s_at	0.6516	0.21844931	-1.243675	-5.0077	-0.7342735	LRIG1	leucine rich repeats and immunoglobulin like domains 1
208013_s_at	0.6516	0.21848403	-1.24358	-5.0078	-0.3196852	ACRV1	acrosomal vesicle protein 1
217030_at	0.6516	0.218546	-1.243411	-5.008	-0.2989701	LOC101929550	uncharacterized LOC101929550
214824_at	0.6516	0.21858492	-1.243304	-5.0081	-0.2948146		
221165_s_at	0.6516	0.21858603	-1.243301	-5.0081	-0.3595828	IL22	interleukin 22
214281_s_at	0.6516	0.21859662	1.243272	-5.0081	0.3333284	RCHY1	ring finger and CHY zinc finger domain containing 1
205028_at	0.6516	0.21866186	-1.243094	-5.0083	-0.505802	TRO	trophinin
204421_s_at	0.6516	0.2187099	-1.242963	-5.0085	-0.4020988	FGF2	fibroblast growth factor 2
221033_s_at	0.6516	0.21871288	-1.242955	-5.0085	-0.3199782	RNF17	ring finger protein 17
220022_at	0.6516	0.21879734	-1.242724	-5.0087	-0.5013757	ZNF334	zinc finger protein 334
204034_at	0.6516	0.21883905	1.24261	-5.0088	0.3234072	ETHE1	ETHE1, persulfide dioxygenase
213680_at	0.6516	0.2188626	-1.242545	-5.0089	-0.3137716	KRT6B	keratin 6B
202796_at	0.6516	0.21888673	-1.24248	-5.009	-0.5069928	SYNPO	synaptopodin
202180_s_at	0.6516	0.21889166	-1.242466	-5.009	-0.4485879	MVP	major vault protein
214854_at	0.6516	0.21889507	-1.242457	-5.009	-0.365663		
207592_s_at	0.6516	0.21890858	-1.24242	-5.009	-0.4174512	HCN2	hyperpolarization activated cyclic nucleotide gated potassium channel 2
209752_at	0.6516	0.21899682	-1.242179	-5.0093	-0.5085661	REG1A	regenerating family member 1 alpha
212374_at	0.6516	0.21901265	1.242136	-5.0094	0.3675291	FEM1B	fem-1 homolog B
222000_at	0.6516	0.21901739	-1.242123	-5.0094	-0.3225078	C1orf174	chromosome 1 open reading frame 174
AFFX-BioC-3_at	0.6516	0.21903897	-1.242064	-5.0094	-0.2755808		
207187_at	0.6516	0.21905156	-1.242029	-5.0095	-0.3060894	JAK3	Janus kinase 3
211138_s_at	0.6516	0.21908755	-1.241931	-5.0096	-0.3539908	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
215015_at	0.6516	0.21911318	-1.241861	-5.0097	-0.4443951	BICDL1	BICD family like cargo adaptor 1
217950_at	0.6516	0.21912892	-1.241818	-5.0097	-0.3302235	NOSIP	nitric oxide synthase interacting protein
208514_at	0.6516	0.21914076	-1.241786	-5.0097	-0.406153	KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1
209861_s_at	0.6516	0.21914728	1.241768	-5.0098	0.3672866	METAP2	methionyl aminopeptidase 2
202335_s_at	0.6517	0.21921169	-1.241592	-5.01	-0.329806	UBE2B	ubiquitin conjugating enzyme E2 B
217133_x_at	0.6517	0.21924065	-1.241513	-5.01	-0.4167376	CYP2B6	cytochrome P450 family 2 subfamily B member 6
